MIMAT0000065,MIMAT0000067,MIMAT0000101,MIMAT0000231,MIMAT0000425,MIMAT0000681,MIMAT0000691,MIMAT0000703,MIMAT0000762,MIMAT0002174,MIMAT0002835,MIMAT0004597,MIMAT0015072,target
4.885078872,5.763215455,4.494269636,2.929809859,4.563151707,4.285096935,5.674935624,0.385688449,5.055072914,6.072552779,0.385688449,3.71581058,6.108104424,0
6.782831898,5.948544956,6.717558294,6.022898577,4.369728447,1.049994435,2.369065089,4.94681587,6.225689217,6.811184838,1.049994435,1.049994435,4.903060245,0
6.019523079,4.143120515,4.791698764,4.390571984,4.918727339,1.746553821,6.614011682,0.364695516,0.364695516,6.793556099,1.957412464,0.364695516,5.596706082,0
4.569993832,3.669665365,2.380276419,6.058539145,5.849031559,5.039866744,2.138812251,0.776137858,5.367342989,3.553872083,0.073419742,6.306876798,5.762784838,0
5.626003046,5.571613472,2.392401268,3.895293085,0.002946425,4.447629613,0.002946425,5.302692705,4.513852872,6.598533827,0.002946425,4.701155641,5.897865861,0
1.419848999,0.281168847,6.794771312,0.281168847,5.744341209,4.843674139,5.073523177,4.687194212,6.223282509,6.403998395,0.281168847,0.281168847,5.958673002,0
7.43427117,7.707907966,5.502961716,2.948807747,0.438347483,6.815039476,0.438347483,0.438347483,7.320699499,4.588045699,6.165075135,6.130058299,7.712384226,0
6.532367578,6.176204209,0.639779956,4.689621101,5.280368784,3.245780306,0.639779956,2.723529447,0.639779956,5.459273667,0.639779956,0.639779956,6.82648423,0
6.481350181,5.947050881,0.674975981,5.315467058,4.361573432,6.214374756,5.471646668,5.434275385,5.563311809,7.462118412,0.674975981,4.581027165,6.818018623,0
4.23614,0.308462527,4.569033984,6.627115777,5.24984683,5.39955681,5.577060854,3.60724546,4.683298228,6.067962478,0.308462527,1.758235173,5.790385924,0
5.265981743,0.025512656,6.304903067,0.025512656,0.025512656,0.025512656,0.025512656,0.025512656,2.490127344,6.208934955,2.750713928,5.222370868,5.635804186,0
4.588712817,-0.179710172,4.253227082,4.83705838,4.965231008,6.039786903,2.743250377,5.989457182,-0.179710172,5.528039838,-0.179710172,5.230062886,6.526123015,0
7.291628573,4.258671811,5.003792828,6.193095025,6.653015674,6.775170582,1.272651412,5.946667085,4.233065815,7.203881665,1.272651412,6.163303599,7.478785396,0
2.384883251,5.775119861,7.240145588,2.967004026,6.202583729,5.700244212,4.863681303,5.608778563,1.06876455,6.805150394,4.791937581,5.043415387,6.440650857,0
1.414110274,1.414110274,6.716693332,1.414110274,5.133109851,1.414110274,1.414110274,1.414110274,3.584923595,6.183648861,1.414110274,1.451494839,6.664730897,0
0.505088402,5.214490604,6.342147126,4.583100951,0.098506382,3.944890543,4.30184081,2.052777773,2.804367463,7.100632583,0.098506382,5.315713118,6.58880649,0
1.483446597,3.979560514,5.285658524,0.70295591,6.433274552,5.704306227,5.971133325,0.70295591,4.193429131,6.872652367,0.70295591,2.257365488,6.833621088,0
6.144203752,3.167214213,6.927412232,7.231535315,6.584578605,6.151083999,1.000459676,6.287027109,2.708365042,6.564151751,5.229149993,1.000459676,6.389723313,0
5.666189266,5.619155695,7.624610329,4.218952081,6.060164559,0.943178875,4.832486142,-0.023749878,-0.023749878,5.243348963,-0.023749878,5.099756373,5.386624641,0
6.289702736,6.183609573,7.687470095,0.909241671,5.33470769,6.09871757,6.084997787,5.646523902,4.725418439,6.501776447,6.815807624,5.9958985,7.504581366,0
6.773748861,1.18336112,7.985604149,6.442922996,6.264204366,6.654730803,5.599173409,1.18336112,6.668312337,6.874447258,1.18336112,6.177464845,7.341047659,0
2.291253322,-0.635909265,4.907221768,2.571703375,3.003495993,2.647216699,2.024743011,0.556790546,2.909085118,5.09023103,-2.93865967,3.691931092,4.228146894,0
3.02287652,1.632240907,7.567223901,4.268583683,6.916705276,2.019605972,3.960819947,5.118327791,5.385645898,7.034919776,3.802390753,5.777601809,7.103205489,0
5.380605617,5.389684224,7.542477544,4.972953138,2.060071927,0.608901267,4.439623924,0.608901267,5.77785486,5.706679258,1.874805183,5.299884731,7.003433215,0
6.110827926,6.836582609,5.693120015,3.176300984,3.774180387,6.863253373,1.279001174,5.957277822,5.500204943,6.486978076,1.279001174,5.932648432,7.181744156,0
5.330619158,4.724368967,5.743554628,6.586349809,6.180774657,5.304393979,0.942340173,0.942340173,7.158199257,6.596987323,0.942340173,4.882660896,6.00099991,0
4.420058708,0.398611554,0.398611554,5.443201662,4.230183136,4.038040926,0.398611554,0.398611554,4.107407235,5.835002739,0.398611554,3.628161537,5.751185188,0
8.906500803,6.647425676,5.248324611,4.44148228,3.882415202,0.372163205,0.372163205,0.372163205,4.537917738,0.372163205,0.372163205,5.235533862,6.476833903,0
3.492898983,5.239361165,5.651749636,0.265443353,3.557257092,0.265443353,0.265443353,0.265443353,5.034780138,6.038103846,0.265443353,0.265443353,4.530237725,0
5.722528178,1.958380394,7.05601949,1.958380394,1.987008478,5.257233939,4.961457564,5.614906701,1.958380394,5.278403114,1.958380394,1.958380394,6.249890514,0
4.903079971,3.962319954,7.285006979,0.484986913,5.491198613,-0.794942921,2.571790767,-0.076801255,4.955994789,6.730614624,2.361405422,5.655101224,7.217912216,0
5.058458297,3.465145752,6.229772498,5.851005837,5.535515037,3.790971679,-0.256932223,6.490855005,-0.256932223,5.218299906,4.098843118,4.157078118,5.794119849,0
0.572408786,0.572408786,4.560361868,4.549663214,5.462304838,3.172341063,5.491269242,0.572408786,6.282899009,6.410480949,0.572408786,0.572408786,6.274931186,0
-0.346091021,-0.346091021,4.732557664,5.006812246,-0.346091021,-0.346091021,-0.346091021,-0.346091021,3.459005347,4.743149906,-0.346091021,-0.346091021,4.392795684,0
0.909975024,0.909975024,0.909975024,4.102388839,0.909975024,0.909975024,0.909975024,0.909975024,4.844978475,5.229577184,4.383862138,0.909975024,6.990467085,0
4.931741594,0.349724796,6.424171075,0.349724796,5.753038426,0.349724796,1.691993174,0.349724796,3.342590491,5.424856338,0.349724796,5.734001446,6.844361957,0
6.018517476,6.017616438,3.600361934,5.487371558,6.050428959,5.129383128,4.549449538,0.370410307,5.353422813,5.909720981,0.370410307,0.370410307,7.25584929,0
6.313004944,0.826804755,6.082729988,5.113450977,5.516321514,0.826804755,4.11956025,3.355278974,4.943465745,5.47126223,0.826804755,3.543150772,5.650933163,0
1.238803653,5.986186398,6.640889782,4.176186341,4.934077423,1.238803653,1.238803653,1.238803653,3.040311384,7.19993921,4.014143618,4.638340275,7.141037014,0
5.085985864,3.813573094,4.90246625,5.52907603,4.257420609,-0.318379597,3.733564364,-0.318379597,2.457316447,5.922421718,2.302664962,4.773176947,6.596364096,0
5.52664345,-0.040760025,2.371480445,3.110069861,6.450481132,-0.040760025,-0.040760025,-0.040760025,4.040527898,4.790066388,-0.040760025,4.130113103,6.541844047,0
4.230784605,4.43815393,7.61625725,4.020901531,5.854882836,4.592413646,2.219754486,0.335942756,5.700608973,6.657428207,0.335942756,4.646828753,5.928209266,0
0.470840885,5.296253835,6.214362988,0.470840885,4.799058744,2.580848255,0.470840885,0.470840885,0.470840885,5.997022872,0.470840885,3.800108743,4.752786486,0
-0.507027067,-0.507027067,-0.507027067,4.639593266,5.530085467,3.970965141,-0.507027067,4.291422355,0.115306722,4.988013853,1.335349762,3.116573342,5.827287223,0
0.557636141,0.557636141,6.454586707,0.557636141,0.557636141,3.916532627,4.846835907,0.557636141,2.368966046,5.760068621,4.333971433,0.557636141,6.600936604,0
5.222013017,3.705303855,5.570452789,5.558557637,3.767834019,3.665999409,0.139624433,0.139624433,3.642508098,5.679504257,0.139624433,5.099129158,6.821706004,0
5.642872969,0.456488758,5.646284594,4.460798977,5.759428237,0.456488758,5.880907808,5.484542149,6.114805463,0.456488758,4.958172047,5.799965634,6.779119875,0
5.888066955,5.391206429,7.192910272,5.534198825,4.570195699,6.94918427,6.04825184,1.145049074,3.770969838,6.108564429,1.145049074,5.552350267,6.167271353,0
-0.040016331,-0.040016331,4.398267093,2.841346472,5.452635423,5.679671152,0.689600243,-0.040016331,5.057826539,5.215526637,4.946528324,-0.040016331,6.364092462,0
5.798077086,2.395588903,3.836948571,1.771968447,3.587436415,4.502555988,4.717808485,-0.169742617,3.577987422,5.745711836,3.337243888,-0.169742617,5.572717734,0
4.521315455,1.763003631,6.533048906,4.847548483,4.886932505,4.482824897,0.194347223,0.194347223,5.4372421,6.415805455,0.194347223,0.194347223,6.297613697,0
6.902816474,5.013799424,5.93773889,5.390863067,3.490323693,4.35604893,4.194990194,3.526574214,4.952496561,5.273584637,0.060828683,6.413476112,6.205512144,0
6.887839624,4.877511837,5.622865384,5.922589112,-0.105471169,6.525766407,5.091465838,-0.105471169,6.016921769,5.360478434,-0.105471169,6.804826032,8.305110722,0
8.031195882,5.887201752,6.222599919,4.660816502,4.682606615,6.350454544,1.058739753,1.058739753,7.632174118,7.238510736,3.518514955,6.158631188,7.421383043,0
4.292333786,-0.401020372,6.815845148,3.765016005,5.560112753,-0.401020372,-0.401020372,4.188435031,5.14188824,4.977277894,4.678065771,4.698786853,5.690220737,0
4.380992784,4.804914562,0.769536694,0.769536694,0.769536694,3.204107101,0.769536694,0.769536694,0.769536694,5.534011483,0.769536694,0.769536694,5.067599873,0
5.402667376,5.017623551,6.533092451,-0.19303643,4.080421895,3.606197868,5.764460069,4.217434144,4.472106073,7.616550548,-0.19303643,3.549589461,5.236672531,0
3.420122444,2.586753703,5.279015431,2.770997547,3.943373968,3.866078774,0.161609925,1.694531225,4.074208042,5.659720245,3.482501022,4.342099914,4.9857017,0
5.571920515,5.276533328,5.916054553,4.185304702,4.006948983,5.229397904,4.443298076,-0.49155327,5.887882255,5.19146317,4.07025175,5.179341107,6.193354208,0
-0.611682368,-0.611682368,-0.611682368,4.059634407,-0.611682368,1.997725902,-0.611682368,-0.611682368,2.713491503,5.583165148,-0.611682368,4.055165289,2.238033393,0
7.226104759,-0.152583072,2.688495379,-0.152583072,3.879257163,5.38760806,2.306857728,-0.152583072,5.106934803,4.961463851,-0.152583072,4.700154158,5.913372932,0
0.748865677,4.314992231,0.015200413,1.77422767,2.770692296,2.554080793,1.309570215,0.015200413,6.079690736,4.864801843,0.015200413,0.015200413,5.533929671,0
-0.827373037,2.053412712,-0.827373037,4.743502171,3.258745067,3.294944485,2.611127641,-0.827373037,3.699925152,4.904300118,-0.827373037,3.824900145,4.592512385,0
4.708445102,2.152624822,4.254510607,5.147541151,4.274903483,4.104571778,5.498203252,-0.028993528,4.353494702,6.076032266,4.574405033,5.659138469,5.979772598,0
6.458417425,5.256509331,5.371920728,3.662320666,5.707691348,3.655036516,4.914400887,4.981705362,5.245106738,5.911802581,6.934449633,2.459515247,5.179375159,0
4.858380582,2.928986049,6.491617795,3.583077782,5.342003879,5.197552544,4.106343779,5.008651516,6.008833277,6.116716761,-0.223017495,4.256422086,6.471190792,0
3.173790837,4.237016425,4.721586073,4.231507807,-0.395055443,5.019160783,-0.395055443,0.829018799,0.712321092,5.850615622,-0.395055443,3.505192624,5.71735289,0
5.775456486,4.292254963,5.359385565,-0.046979953,-0.046979953,-0.046979953,-0.046979953,4.671835281,4.773979556,4.516344672,2.940768079,-0.046979953,6.356599632,0
6.058247602,0.827835646,7.432071083,5.957954222,3.71220824,5.538665034,0.827835646,5.371031246,5.457633848,6.749852591,0.827835646,4.143639021,6.254780544,0
0.290192561,0.290192561,4.295094496,0.290192561,0.290192561,0.290192561,0.290192561,0.290192561,0.290192561,5.693550506,0.290192561,0.290192561,4.505180445,0
6.170479979,6.119404628,6.485188745,2.27250101,0.223311714,6.206044173,0.952227738,0.223311714,5.283539567,5.318692842,0.223311714,4.096895926,6.204673113,0
4.793523087,-0.971537666,2.512537289,3.625331301,-0.971537666,2.730925953,4.898769344,-0.971537666,-0.971537666,5.727307548,-0.971537666,3.085543437,5.252889709,0
4.826301732,-0.754924515,4.5823442,2.850048409,2.827797866,3.894899095,2.171936783,-0.754924515,-0.754924515,4.722397977,1.152093674,2.004046264,5.273639812,0
3.473033161,3.345471344,4.120115831,2.718166888,3.993671399,4.245236928,3.559569537,0.212290351,0.212290351,2.655988053,0.212290351,3.560487827,0.212290351,0
3.722368596,2.857410626,5.84508339,6.016060437,-0.074300793,4.751397843,3.81380144,3.311414613,3.603944676,6.016814441,-0.074300793,-0.074300793,5.544964595,0
2.262900934,-0.309694103,4.823410493,-0.309694103,-0.309694103,4.254967271,4.372598549,-0.309694103,5.795917457,5.436456727,-0.309694103,-0.309694103,5.852571632,0
6.025046977,9.571555216,7.223911032,3.188820628,9.000551094,2.332367232,3.465665759,4.783136438,4.925587733,7.529599485,3.594767942,3.778580601,2.611878144,0
-0.748491963,-0.748491963,3.067438631,-0.748491963,2.822601908,-0.748491963,3.753660179,2.113178935,4.643621636,5.810394113,-0.748491963,0.218445401,5.041430435,0
5.393836939,0.185937191,6.098294049,0.185937191,0.185937191,0.185937191,0.185937191,4.843817054,0.185937191,5.675401666,0.185937191,0.185937191,5.318855612,0
6.150677586,1.503462856,6.921851399,0.311266586,4.576995512,4.001181091,0.311266586,6.142985348,0.311266586,5.6662946,3.334739006,4.336404671,5.762350845,0
4.935026206,5.804509505,6.081114427,5.239888597,4.483556189,0.31432759,5.744812703,3.372907892,0.31432759,6.206377899,0.31432759,4.955440823,6.282553233,0
7.004062522,0.811526237,7.824599539,4.906226941,7.309246077,3.991352809,6.150945564,4.795547846,6.929757655,6.595778712,0.811526237,3.987526868,5.710884208,0
5.338347775,3.147522336,6.344851541,3.937717513,-0.53013417,6.585783262,2.810086967,-0.53013417,5.478825602,5.682379627,1.048425408,6.952482584,6.14667292,0
0.322310715,0.322310715,6.732654731,2.861316044,0.322310715,0.322310715,5.84137549,2.21744721,0.322310715,5.949822178,3.7186102,4.136242879,6.001219582,0
1.561021623,4.707118541,1.677983515,5.2655521,4.494852568,-0.067045808,-0.067045808,4.975936695,3.159459126,-0.067045808,-0.067045808,2.28053387,4.840880592,0
3.75262065,5.680923385,0.14199263,4.244856487,0.14199263,0.699907508,0.14199263,0.14199263,4.846836936,5.597796231,0.14199263,4.339247074,7.706890984,0
-0.175329516,-0.175329516,4.638702832,-0.175329516,1.771175535,4.299916667,2.261750821,-0.175329516,5.347017138,4.517855025,1.466196476,1.622047377,4.34208456,0
5.156327773,-0.520528789,6.636222417,4.217527611,4.083996074,4.081689135,3.225576123,3.581098318,2.701361694,6.326031052,3.811797956,5.058862481,5.679197861,0
5.340865028,4.260851047,5.749801396,2.426192121,4.943282677,3.576824191,4.046558778,-0.838265493,1.796828334,5.547591646,3.803193544,3.84663037,4.453109495,0
4.068808793,-0.531843056,5.731535734,4.368663698,3.74483561,-0.531843056,-0.531843056,-0.531843056,3.045384536,3.846577356,-0.531843056,4.807403204,5.193697576,0
8.405128381,4.15308119,6.378253277,6.239743495,3.519621534,6.964993919,0.593554095,0.593554095,0.593554095,5.976299094,0.593554095,6.722386062,6.089643398,0
5.05318883,0.24291369,6.214369722,5.013667869,4.74438999,0.24291369,3.503769385,3.418611266,0.24291369,6.453553152,2.044748343,0.24291369,6.12484459,0
3.776157664,-0.073973153,5.592849182,2.28257495,-0.073973153,-0.073973153,4.209177075,-0.073973153,4.814035291,5.000528644,3.37811551,-0.073973153,5.310468885,0
3.613407518,6.148787255,5.788627343,4.593813381,4.234469252,1.570185394,5.413931358,4.189370224,2.557894966,5.401924116,5.728946555,0.364230969,5.853552267,0
3.62593972,-0.487469355,5.663107651,-0.487469355,3.732588392,5.373297413,3.519543406,5.153114364,3.795479925,5.913798675,3.634277434,2.026226874,5.752191479,0
6.736434601,5.992544143,7.459242369,5.955304542,5.159137522,5.811979017,0.464009288,5.750844735,6.225631878,6.879707008,6.232719064,4.703972697,5.066495466,0
3.342013808,-0.409569883,4.363737096,5.270041672,-0.409569883,-0.409569883,-0.409569883,-0.409569883,4.253504277,5.296024631,3.315901902,1.025562616,4.961680545,0
5.16818117,3.999923746,6.262619358,5.661834367,5.502381554,4.748970953,2.920846086,3.972409559,6.431109906,5.686218339,4.99314625,3.063398425,5.455527809,0
4.889201328,2.220860265,5.645245773,4.803774485,3.589592022,-0.195921389,3.961507608,-0.195921389,4.048188185,4.870624869,3.441078428,1.151112064,5.368070596,0
4.385695407,2.82581539,5.665165365,3.753881793,-1.317179992,0.968821376,1.550515864,1.679321743,4.71265748,4.881920167,3.808334115,3.043349686,4.618298968,0
4.652048823,-0.684628098,6.342360491,3.56923804,4.886153929,4.307440187,4.836808448,4.593129506,4.709847344,5.204756409,3.838394419,3.294460853,4.474177134,0
4.684677424,4.140200833,6.743679169,4.792056514,4.672777116,5.312937174,2.519124563,-0.434353945,5.263108393,6.047003692,-0.434353945,4.393170669,5.463244811,0
5.363361805,2.304573849,6.308260145,0.127895766,6.040107854,4.332847405,5.748925864,4.274108087,2.047770999,5.169452565,2.992409462,4.919645426,6.049004362,0
4.074653667,-0.501918959,6.366858602,3.544328052,-0.501918959,2.586520342,-0.501918959,-0.501918959,3.343014481,4.637090207,4.576733355,-0.501918959,5.035281889,0
2.367355467,3.589349021,5.835663927,4.537231639,4.71070757,6.844034761,4.529160642,2.003340916,6.14702745,4.716887196,-0.207594935,5.319573794,5.912197492,0
4.398718471,3.744970536,5.644876114,3.523760095,4.89366803,5.400783132,-0.407230599,4.947573741,-0.407230599,5.096146708,-0.407230599,4.168081026,5.62456197,0
2.546761985,2.365490824,6.724375039,4.752218866,4.832328612,3.619046097,4.849913482,2.198569109,4.963193025,6.011116575,2.625200082,2.742458277,5.794059273,0
6.050249193,4.74102205,6.774941059,4.601727012,2.753264382,5.607129327,3.473107526,2.17921145,4.25349825,6.730473792,4.788711443,0.109243542,6.040364049,0
4.541211908,1.073759897,6.965170478,4.069344476,7.153712248,7.112633758,4.547771591,5.883574409,2.599168948,7.266398727,2.364469938,5.641052204,6.471485674,0
4.969848751,0.003908125,7.539094034,0.003908125,4.168174427,0.003908125,3.245885048,0.003908125,5.582871185,5.774905916,4.050714046,0.326293963,6.346198433,0
0.279900275,0.279900275,4.180464749,6.080030619,2.390630995,4.572165211,0.279900275,0.279900275,5.307536943,3.139329208,0.279900275,5.842620465,6.876064085,0
4.330788381,5.54948223,6.009245803,-0.401522702,0.512269882,3.707402448,5.257495655,4.403272344,4.28527091,5.410094535,1.051711271,3.499185864,5.729111934,0
5.798500889,-0.232946618,6.499090685,-0.232946618,7.282958587,5.610053369,3.496317005,4.33173894,4.812930165,6.575394432,-0.232946618,4.010563416,6.266076167,0
0.176086099,0.176086099,6.641758937,0.176086099,5.772147908,0.176086099,0.176086099,0.176086099,0.176086099,0.176086099,7.055909716,0.176086099,0.176086099,0
2.925648351,4.900877823,6.277444904,5.317881046,3.221787666,3.255581213,5.832458845,3.087908902,2.812066079,5.916577679,0.429053064,4.42176712,5.585168104,0
6.925915354,-0.628810778,5.872970529,3.513754601,2.093812623,5.165186256,-0.628810778,-0.628810778,5.21573155,5.322418443,5.107463961,5.504451676,6.499538926,0
3.462210316,0.345225902,5.990531516,4.490170695,4.374093153,3.583998911,-0.202334152,-0.202334152,4.704770507,6.03494526,-0.202334152,-0.202334152,5.631993074,0
5.775265127,4.714832598,5.697590585,4.834092768,5.402855289,6.771759348,5.83480137,6.038000525,5.402250432,6.619956453,1.472911853,4.981717957,6.497308549,0
6.649711247,5.161080163,6.776033072,5.738514821,2.914237564,4.721963119,0.275433487,2.715096958,5.926049624,6.220133876,4.014544036,4.368626154,6.372516695,0
5.818056373,5.459133026,6.778562448,-0.074800863,3.438057881,2.982721903,-0.074800863,4.293106105,4.02125165,5.897903928,5.361957589,0.897228796,5.845570295,0
5.717878506,4.417015295,7.009957531,2.374939215,3.870366029,-0.115757552,4.099324069,4.150407809,4.426179932,4.863418765,-0.115757552,5.030488447,5.223808634,0
6.202054164,0.797715576,2.827054166,3.716659979,-0.045123839,-0.045123839,-0.045123839,3.03032265,3.642793102,4.338794452,5.232876029,4.502556509,6.16682998,0
6.236505715,5.247282638,6.769483007,5.285814852,5.137491125,5.733136665,5.995899499,3.877734091,6.342857213,6.942023832,0.363766737,5.470765033,6.552464631,0
3.775619321,2.794961967,5.478655681,5.473560444,3.320241106,5.364848021,3.244002924,2.68173396,4.322913411,6.566387392,3.173886544,5.275059482,6.871002051,0
5.264247438,3.998462105,6.861548512,-0.702300426,4.560936782,3.812742613,4.786078595,-0.702300426,5.232904431,6.030510745,3.762295203,4.877065851,6.148044687,0
7.215351136,1.702712795,5.681653228,1.702712795,6.750170842,7.554909647,1.702712795,6.743162021,3.77004805,1.702712795,6.444447172,1.702712795,5.808571729,0
8.731946469,3.198823458,7.085947173,6.166263399,5.12912008,5.916537897,5.264102621,4.513682518,6.360776261,6.480684315,1.02591943,6.636368855,6.864333027,0
5.789129105,5.572759601,6.5045214,2.998060816,5.887636275,5.794598089,-0.19690112,-0.19690112,4.927566466,6.15836701,4.98302913,4.74867623,5.32311346,0
0.486181079,-0.25774888,-0.25774888,-0.25774888,-0.25774888,-0.25774888,-0.25774888,4.99964506,-0.25774888,-0.187329782,6.402709195,4.803152004,6.013622665,0
5.32808283,2.903549353,5.334459847,4.588706251,4.748507349,4.081448486,2.639388163,2.361861828,5.100398487,6.018231422,0.192207794,5.016570285,6.237040344,0
3.875748397,5.658035277,5.20028528,3.254653441,0.113251988,0.113251988,3.872784784,0.113251988,5.365554415,4.793482844,0.113251988,3.428051214,4.649507494,0
2.183978026,-0.704244379,2.60169648,-0.704244379,1.491404536,-0.704244379,1.071243085,-0.704244379,3.533678489,5.047808026,3.839916813,4.157761422,6.633184556,0
7.009861164,7.090138452,6.473140064,3.591115582,3.687324794,7.027647941,1.496798426,1.496798426,3.748038813,6.29496458,1.496798426,1.496798426,6.130569054,0
6.74604876,5.191054133,7.946730227,0.066062985,5.913381799,5.87229483,0.066062985,4.310760056,5.8798953,6.628769338,4.869959713,5.564618105,6.222066822,0
5.672409245,3.671393571,6.800952182,4.61765157,4.396940682,5.38932413,0.912251167,2.629895786,3.877073632,5.587258052,5.112673308,4.110626134,5.624947898,0
