MIMAT0000065,MIMAT0000067,MIMAT0000101,MIMAT0000231,MIMAT0000425,MIMAT0000681,MIMAT0000691,MIMAT0000703,MIMAT0000762,MIMAT0002174,MIMAT0002835,MIMAT0004597,MIMAT0015072,target
5.095792647,4.009323238,5.821850353,4.917258133,4.659610456,2.896667528,1.784011272,4.187062405,5.709441469,4.870267701,5.016831414,4.364857183,6.193888347,0
0.42020951,3.4682925,6.57169721,0.42020951,0.42020951,0.42020951,5.777620464,2.654938182,0.42020951,4.604960442,0.42020951,1.930584952,0.42020951,0
6.854099127,3.862323737,7.229383256,3.134339566,5.196961948,5.62255631,3.086087735,-0.505313033,5.146686985,4.461099053,4.808413214,5.302899566,7.411254564,0
5.37132355,4.421873524,6.119393651,4.771084578,3.653679926,4.524338465,4.341407417,4.40387121,4.194697408,5.364304172,4.83861392,4.545463574,5.878792979,0
4.413817462,5.8368634,6.555309521,0.770496366,5.93607722,5.012872236,6.528979097,4.811678292,4.184707415,6.75257591,5.796873308,3.694514048,5.313168387,0
4.365456788,-0.735230217,6.533561649,7.460655027,3.939812608,1.457663554,1.851660999,4.607588206,3.176006596,5.936931408,4.667640527,4.441993426,5.959637257,0
6.645543364,3.626961453,5.5298307,-0.519606069,-0.519606069,5.126061393,-0.519606069,-0.519606069,5.162411317,5.809362364,5.229992645,6.149895184,6.367897797,0
5.078945144,5.323184888,5.975183544,5.098196626,4.229854991,4.639616343,4.230615398,-0.511310391,5.473215124,5.739786207,3.926356025,5.432624254,5.145058646,0
5.427339943,1.693678705,5.943665393,5.952706968,-0.099266857,-0.099266857,3.726440089,4.886001607,4.236537696,4.697295944,6.606727029,6.145445308,5.783727939,0
6.185061437,4.539316459,6.491110835,5.380568157,5.33915865,4.53942681,-0.028836664,-0.395732345,4.944604352,5.806931519,3.814939778,5.712358297,5.831493789,0
4.542253214,-0.435495471,5.708189499,5.241645896,3.838232008,4.562313426,-0.435495471,3.884611996,5.097760638,5.208115343,5.312999485,5.577501448,4.631881091,0
6.793439547,-0.037892274,7.516065644,-0.037892274,5.104459484,-0.037892274,4.909211374,6.328376953,-0.037892274,6.183260185,6.250479393,6.631019224,7.098518773,0
5.137115506,-0.37604648,5.350255934,3.31618002,3.619247326,4.451390062,6.919218208,-0.37604648,4.893209327,5.797175951,3.73446641,5.751865566,7.966907816,0
0.804142506,3.623779789,6.575253962,4.059136127,4.645489502,3.020212744,-0.225943978,4.235452084,5.268172587,5.789882646,5.943790589,4.212178952,4.472774948,0
-0.429911126,-0.429911126,4.294894375,-0.429911126,6.292517123,-0.429911126,6.205291486,6.535529122,-0.429911126,4.559963351,-0.429911126,-0.429911126,4.617493553,0
5.504863868,4.461668293,6.627630466,5.069752669,5.471583904,0.180936861,5.887294457,3.080093153,4.960919324,6.471796743,2.731502664,5.017704282,5.698399337,0
2.075660094,5.076164888,6.592271769,5.129451809,5.778134038,5.123187245,2.670416974,5.588966695,5.822962844,6.800653153,3.218710767,4.415505635,5.579106405,0
6.115194108,4.228834688,6.104342637,0.226635804,6.551643379,0.226635804,0.226635804,1.567599636,6.27484572,6.17640218,3.083917171,4.818296972,5.544851581,0
0.126808575,4.690055701,4.675936685,2.454952337,3.923417576,0.126808575,0.126808575,1.614916494,5.200458671,6.649119052,3.877880004,4.763594904,6.149469078,0
4.842258811,2.613187897,8.015600243,5.840489332,4.874649412,5.331268337,5.16840297,-0.048612619,5.627378935,6.481405878,5.025331546,5.782466394,6.472033141,0
3.751085862,4.724331232,6.137357441,3.390611689,4.930946818,-0.489743242,4.236908445,-0.489743242,4.91679632,5.534062665,2.980083489,4.845514004,6.044555516,0
6.286829536,4.622432011,6.767519313,-0.133533726,-0.133533726,-0.133533726,-0.133533726,-0.133533726,5.301472611,5.097443801,5.194435851,5.032784709,5.736040542,0
4.545932599,4.908497254,5.996354956,4.191221115,5.619711725,3.16244572,-0.377255731,-0.377255731,5.950994148,5.390767461,-0.377255731,5.003013914,3.643338326,0
2.488305696,-0.902098086,5.40881841,4.519644344,4.025104421,-0.902098086,2.021772103,-0.902098086,4.762470417,5.97082326,-0.902098086,3.005760874,4.577850658,0
3.390458479,2.639160025,5.887805722,-0.808542807,4.942836421,3.930378747,3.913372538,3.86013657,5.055013739,6.096403108,-0.808542807,4.219776813,5.13698238,0
3.852926844,-0.584511206,5.568437546,3.191266121,3.441068538,4.800790685,3.747797038,-0.584511206,5.215119298,5.187029192,4.780057667,5.653204474,7.096254068,0
4.458849675,2.86498823,5.405053627,4.159190277,-1.523539894,-1.523539894,-1.523539894,-1.523539894,3.852179877,5.691029612,-0.912617823,5.20298108,4.131503755,0
5.621868865,2.940601553,6.893721628,4.634193523,5.471943413,3.760270666,0.27016652,0.055266681,5.482068265,6.629054017,3.310535255,4.714591514,6.123971739,0
2.421385458,-1.002545612,4.596715788,-1.002545612,3.355210115,2.532349558,1.997186563,3.866639068,4.327265254,4.620417966,2.265304009,-1.002545612,4.83783214,0
4.035084241,0.926616657,7.060340866,0.926616657,3.156791997,0.926616657,0.926616657,4.785518693,0.926616657,3.821038655,6.688867659,0.926616657,6.109839143,0
5.940803921,1.938647474,5.595865186,4.116194669,5.367395888,4.750823298,2.662372006,0.199853701,4.724654588,3.983802695,4.922344317,6.920153237,6.352441148,0
4.676044118,-0.269499523,5.923926516,1.445230292,3.927069098,1.747913492,5.171595531,3.181095687,4.287362799,5.216250317,5.351935296,4.352274666,5.900885097,0
4.762962356,5.664941465,6.800917657,4.861154788,5.023308614,4.681308252,5.739614765,0.412708054,4.80026119,6.213140393,5.966270539,6.478707342,7.137065487,0
5.194609252,5.175453356,6.071154103,5.957413908,2.882414888,5.702104778,0.173985935,0.173985935,5.95354995,5.835399644,3.580804885,6.201535802,6.412628652,0
3.531836525,4.205118417,5.70994878,4.584539907,5.343277674,-0.277483589,-0.277483589,-0.277483589,4.017785645,5.689043627,5.29211788,0.220341642,2.263833823,0
3.37623029,-0.22285894,5.753695561,-0.22285894,-0.22285894,-0.22285894,-0.22285894,4.700179918,2.426659953,3.5780451,6.291746084,-0.22285894,4.59541543,0
3.174172013,-1.156188469,0.931053708,3.56058189,-1.062398454,0.925219337,3.636038039,3.708596424,5.201508853,5.282662088,3.637382849,4.675380495,5.929463078,0
-0.471905015,3.810403686,4.382267799,3.76625142,3.391674864,-0.471905015,4.249785991,-0.471905015,3.068266327,4.729996256,3.513868779,4.149912537,4.7471772,0
5.437540698,0.117681227,5.035472259,3.990920251,3.981417197,0.117681227,0.117681227,5.004616952,5.269202245,4.997835152,4.635902027,4.574927257,5.725553794,0
5.94971206,0.394541081,6.64681023,4.526215203,4.71889219,4.616271901,5.12558354,0.394541081,4.498480805,5.804509602,5.734898194,5.661219259,6.891098155,0
5.219298825,-0.660965404,2.733324643,4.071221653,-0.660965404,1.075174732,-0.660965404,-0.660965404,5.443467851,5.521046034,-0.660965404,4.453183645,6.414573502,0
5.034597185,5.137369681,6.161843961,1.408119506,4.718534957,5.281550664,4.412027259,3.735619255,4.941776729,6.40887774,3.288661498,4.85393397,5.412345234,0
2.996619172,0.396937576,7.068001876,0.396937576,4.668410191,3.252805383,0.396937576,6.549181208,5.837345284,4.854441144,3.140391865,5.835342829,5.685660765,0
5.884723058,4.35291397,6.119981628,6.401722355,6.689070124,4.535124848,6.673979303,2.914789945,6.302216722,4.21073744,0.578416094,5.220022619,6.905676561,0
-0.369591935,-0.369591935,5.105360447,3.587338715,3.372464414,1.948743709,3.950746517,-0.369591935,5.613054097,5.376464817,-0.369591935,6.91739245,7.477384111,0
5.081708964,-0.192343982,0.551189656,-0.192343982,-0.192343982,-0.192343982,-0.192343982,-0.192343982,-0.192343982,4.69529834,-0.192343982,-0.192343982,5.994515098,0
0.254372563,0.254372563,5.589304398,6.287465138,2.446598296,0.254372563,0.254372563,2.320589221,4.882818978,6.391195359,0.254372563,5.056743649,6.256539936,0
3.051182714,-0.113504357,5.7822181,0.287539884,1.982242316,4.873765719,-0.113504357,-0.113504357,3.906710978,5.372545249,-0.113504357,-0.113504357,-0.113504357,0
4.11106935,4.34990142,5.666284065,3.909291169,4.977073537,4.406629803,4.06827233,2.712236976,5.464404213,6.256164683,0.188353899,5.292332777,6.041012988,0
0.012637911,4.7420879,6.685116858,0.012637911,2.483055035,0.012637911,4.55366512,2.084242712,3.535301353,5.164412725,5.316345609,4.846663916,5.049523627,0
5.497618111,-0.718803318,5.834405667,-0.718803318,-0.718803318,2.967411069,-0.718803318,-0.718803318,0.682705189,5.502709113,-0.718803318,5.335586901,5.770525687,0
6.011842605,4.477219348,7.168168352,5.633794968,6.107554053,0.412586364,6.421178389,5.805173122,6.091493541,6.706861039,4.427254237,6.264376416,6.869384985,0
5.096833366,-0.342979514,5.228551937,4.729315331,4.255259327,-0.342979514,4.747650736,-0.342979514,5.333557537,6.057852087,1.550653864,4.54913841,6.488198478,0
6.41482697,0.140407627,6.385838068,5.488219601,5.459920072,4.896687993,0.140407627,4.993086189,6.253514451,6.370244117,1.610074839,5.917093841,7.284664715,0
4.949630525,3.294132624,4.274387603,-0.216108401,-0.216108401,3.437095535,-0.216108401,-0.216108401,4.976506555,4.722112689,5.121961358,-0.216108401,5.905156237,0
6.141255032,-0.247319213,7.036763709,5.22801145,5.038366646,3.957783006,4.257975233,1.480530829,4.355942048,6.482296886,4.552395422,5.570915483,6.789621636,0
5.382613471,5.22968074,5.354035742,6.247445387,5.395421428,5.059068477,5.901112361,5.264006933,5.734810868,5.841526863,4.505899591,4.760152376,6.524516685,0
3.563651323,0.285154039,4.67915271,4.680253637,4.286199314,0.285154039,5.342530514,4.893472248,0.285154039,6.279994327,3.670072334,6.159580859,5.899889989,0
4.68364603,-0.383484826,3.658770479,4.971558815,3.901570117,4.746934037,4.842209517,-0.035596217,3.806776559,5.28168895,2.616992386,4.962101975,5.742967045,0
1.577036163,2.884654835,5.33146953,4.372697942,4.617688906,4.797160586,-0.633128757,-0.633128757,3.479787486,5.329200968,4.1659975,-0.633128757,4.702650373,0
4.378989029,3.97091633,5.442309175,4.983965765,4.935589268,2.743374701,3.852755669,2.498782664,5.561940949,5.960947306,5.015890925,5.111695195,4.96041892,0
-0.310721653,1.260357247,4.934444191,-0.310721653,4.137002886,2.596684053,4.331159483,-0.310721653,4.743953566,6.33975397,1.292921703,5.418168303,6.228624981,0
3.16032887,-1.616608026,1.152552942,3.69002364,-1.616608026,-1.616608026,3.175023918,1.244095269,3.447533001,5.161701275,-1.616608026,-0.688944141,5.6582991,0
3.86684831,-0.070747025,3.405565313,5.3408265,4.051531011,1.385404639,2.424337933,3.352176877,4.017641814,5.023965149,3.761660492,-0.070747025,4.880577094,0
-0.849049941,0.873116584,4.859018491,4.322977258,-0.849049941,-0.849049941,3.409436195,-0.849049941,4.100146689,5.139024254,3.315247607,2.506970587,4.634163647,0
4.814225753,3.248318143,6.922440505,4.749204924,5.458801483,4.871444268,3.793049268,4.942917584,5.654853687,5.361220542,2.818030904,4.711492921,5.241075008,0
-0.609554496,-0.609554496,4.916391581,-0.609554496,-0.609554496,2.973651657,0.237680787,-0.609554496,3.069951501,4.371776227,3.830065982,-0.609554496,5.574199571,0
-0.800173898,3.430098425,5.127880885,4.308280792,4.381306045,3.148284137,2.508468264,-0.800173898,5.395029614,6.022438251,5.096938753,4.746804241,5.734146599,0
2.697601384,-1.309635986,3.634630584,-1.309635986,3.743730262,2.414171194,2.240186768,-1.309635986,4.83076409,5.18403563,2.491600978,-1.309635986,5.015675886,0
3.672296709,-0.545963951,4.940723181,3.398875134,2.754439986,-0.545963951,3.896013666,-0.545963951,1.076808694,4.893826827,1.408531416,3.832108786,2.555572395,0
-1.140123542,-1.140123542,4.060623063,2.001467015,4.223726837,3.625414122,3.573222828,-1.140123542,4.049526895,4.957796175,3.826832658,-1.140123542,5.32753947,0
1.850599457,-0.382096599,5.062682263,4.903196304,4.710692883,4.0317882,4.403994469,4.599182743,4.916579493,6.082600172,3.055430116,-0.382096599,4.674122958,0
-0.763776332,3.355205288,0.650850843,4.644078703,-0.763776332,-0.763776332,4.130027956,-0.763776332,4.569539637,4.987056537,-0.763776332,3.271268478,5.022887415,0
5.265948451,-0.246561162,-0.246561162,5.687790326,-0.246561162,-0.246561162,3.742740003,4.755411051,5.075180272,4.891649396,5.418576459,5.048494902,5.917865624,0
-0.469853138,-0.469853138,-0.469853138,4.67843097,-0.469853138,-0.469853138,3.257682728,-0.469853138,5.241326168,3.907071226,5.196976392,-0.469853138,3.175669652,0
-1.267401592,-1.267401592,3.997727959,4.129178759,3.556412294,-1.267401592,3.054698654,0.984534583,4.181315267,4.788048244,3.020417643,-1.267401592,4.824710191,0
3.339826102,1.26517309,0.901753025,4.186227245,4.256277879,-0.929175616,2.571337104,-0.929175616,4.923206323,5.486411355,4.716798049,3.935308696,5.209151689,0
4.214332127,5.869123007,5.879621335,-0.474532202,4.407636147,-0.474532202,3.109716589,-0.474532202,5.055302952,5.876549165,5.493197485,4.308759166,6.174171441,0
4.594611328,2.278335061,6.149234399,5.715388025,3.680842997,3.710615611,3.844902926,3.815991343,5.870422986,5.66772392,4.019508851,5.322338952,4.706574069,0
4.112975733,5.38996482,2.770482887,5.240991994,4.109584221,2.873679103,4.817290613,4.27691568,5.248928237,5.480898378,4.931270791,3.227575299,5.434322633,0
1.304431833,3.426713839,4.421221508,4.867428629,4.88169849,4.823322623,-0.146401106,5.486000562,5.020989674,5.388421196,5.827171101,2.335649043,5.98318955,0
3.358588241,0.345326017,4.204802984,4.497711888,-1.346809518,1.075080712,-1.346809518,-1.346809518,5.098518533,5.139808114,3.800657019,3.191060324,5.473784532,0
5.295187883,3.826241577,-0.016681624,5.336608376,2.658386049,3.959746782,5.094282339,-0.016681624,5.331763156,4.6876745,4.849922094,-0.016681624,4.948595512,0
2.052351183,-1.493153506,2.499565687,2.745414539,-1.493153506,0.972637292,1.218811944,3.401535581,3.39382464,4.584335121,2.920328652,1.495452418,4.95137669,0
-0.843529504,-0.843529504,-0.843529504,4.05467393,3.215037954,-0.843529504,-0.843529504,-0.843529504,3.510792764,5.570424976,3.841848833,1.110911888,4.751477229,0
4.887279822,3.842316584,7.242836223,4.262418167,5.396691091,3.246045711,-1.212047297,-1.212047297,3.960317269,5.872856595,3.16681779,4.781265591,5.542876362,0
3.516906095,-0.984085841,5.571359472,4.488132537,2.404413698,2.047371113,4.452844525,-0.984085841,4.083048602,5.370822908,4.229406092,3.027996489,5.126052695,0
3.811914727,3.838604758,6.084289101,-0.929280055,3.179184463,3.902473748,-0.929280055,-0.929280055,4.639580916,4.99242555,4.287345663,2.981232285,4.49298502,0
4.520031714,3.874326665,5.908942129,4.293595217,3.203407619,3.934065126,-1.031626515,0.198842956,5.050999087,5.869010329,3.468143702,4.33949715,5.009835154,0
3.590162561,-0.623259122,2.787238926,2.69380853,4.812930263,3.831564697,2.678721578,2.45688117,3.91357254,4.838060426,4.776253005,3.78211565,5.506809263,0
1.796259363,4.294822284,4.89022798,2.981929896,4.415218414,4.883085946,5.289576177,-0.518781242,5.311837314,5.495815001,4.870020541,4.596787528,5.372935802,0
5.245400144,2.623097261,6.023985577,5.282916997,5.404184461,0.195822302,0.195822302,0.195822302,6.44715653,5.730232113,5.605508706,5.393635612,5.797590863,0
-0.82751087,-0.82751087,5.509657117,0.022511067,3.407538204,-0.82751087,-0.82751087,-0.82751087,4.391742789,5.575366609,4.755573352,3.254951449,5.226345268,0
5.996985324,0.397907355,7.702740537,5.535317907,5.386029925,5.067198458,0.397907355,4.542100734,5.54892924,6.932320616,1.154932024,6.428678465,6.134020019,0
-1.032077906,2.651055394,5.981295076,4.983751356,4.090888167,-1.032077906,3.302845351,1.614037505,5.107022047,6.198623763,-1.032077906,4.145560287,5.466466498,0
-0.771117633,-0.771117633,4.611951042,5.367138191,-0.771117633,3.504670911,-0.771117633,3.714861692,4.315751459,5.667395631,0.33106344,3.409676303,4.787153675,0
-1.124455505,0.454766487,1.822559126,2.244179694,1.135120305,-0.7846378,-1.124455505,-1.124455505,4.555044768,5.145242278,5.280437004,-1.124455505,6.096879175,0
1.660134757,-1.459280632,4.523945732,-1.459280632,5.030058008,-0.352981453,-1.459280632,0.992797266,4.537746761,4.564540612,2.94573531,2.993732915,5.187878384,0
3.852225437,2.259149085,5.834527936,4.61848934,4.048388372,3.86690876,-0.958897893,4.912320189,5.293666752,5.471593185,4.374458689,4.683027641,5.708246205,0
2.572317912,1.900483481,4.670276305,3.66253803,3.682278295,0.781867021,3.599142718,2.939380283,4.601783496,4.983849944,4.005099071,3.030694929,4.566995357,0
3.511889326,-0.530958095,4.999287791,0.43538377,-0.530958095,-0.530958095,-0.530958095,-0.530958095,5.257038465,5.337368396,3.851368155,0.119687001,5.619062501,0
2.776850909,4.063494958,4.41615026,-0.443243222,4.567316288,4.518878975,-0.443243222,0.514423789,3.572261187,4.009697208,4.459735096,4.517931703,5.131152509,0
5.17406691,5.498429662,5.910353156,3.784054557,4.591867023,4.115092074,2.450900349,2.828484684,5.801332216,5.88342082,5.155938648,5.428345981,6.0280708,0
2.53175829,4.162686794,5.735351761,4.176632736,5.106626142,2.624497097,3.55615057,4.232339972,5.613864023,5.841084061,5.177509292,4.988787979,6.007768019,0
2.94266531,-1.102728149,4.594028091,4.098188238,4.424498404,3.990086628,-1.102728149,3.23531492,5.098405256,4.977974989,3.699501437,4.554830784,7.001244401,0
5.992861728,3.65541372,7.074582894,4.506762659,5.745050523,5.096567388,4.146884185,-0.266191607,6.437359103,6.442041092,4.640612665,8.794275029,11.82126966,0
5.221012369,4.597508988,6.508497366,5.239544649,4.570360806,5.136506774,4.235915056,4.805019959,5.623025807,5.986604215,4.003872762,5.63085429,5.92537029,0
3.18911587,2.583081879,5.415192347,4.723026237,4.611722111,3.602037946,5.065198778,-0.553677426,3.220694464,5.645894646,-0.553677426,5.499985281,6.408998043,0
5.498699067,2.456017922,6.108017535,4.154994966,4.645102833,3.316315562,1.671467975,2.357078917,4.970624065,6.101379929,-0.118409398,4.960198089,6.511433358,0
-0.912744336,-0.912744336,6.547193175,2.972853129,1.487101225,4.261817748,-0.912744336,0.50127029,5.06962519,6.284009014,3.809107137,3.165713217,5.578080019,0
-0.65983016,3.954796555,5.950409662,3.109178604,4.974219915,5.20884817,3.479276515,-0.65983016,4.954478275,5.601372257,3.621523756,4.236815556,5.760110445,0
3.380143889,3.535140177,5.168011038,4.865968113,5.19321394,4.111222101,4.328395334,1.06356316,5.380591732,5.84754762,-0.731920512,4.692434876,5.434273274,0
4.555217408,-0.936860892,4.782277498,3.694005542,3.105324214,3.434567983,2.312985648,-0.936860892,5.825428718,5.413005126,4.829999119,5.131904168,6.083815702,0
3.028018687,-1.250378359,6.146441611,3.907384699,5.412195103,2.226434258,-1.250378359,2.73578361,4.009316139,5.44684869,4.960381516,5.098392898,5.6874231,0
-1.018729908,-1.018729908,3.847951365,4.988372394,5.63677799,5.063307653,5.451321992,2.008025012,4.380183905,5.906933298,3.749563211,3.836654139,5.425336878,0
1.94741005,1.757171903,3.522090648,3.971380258,3.506393451,1.764110957,3.430373144,1.759096887,3.753220297,5.399799802,3.56178457,3.489128747,5.011881386,0
4.620879622,-0.492780389,3.380135848,-0.492780389,2.603428886,-0.492780389,-0.492780389,4.933095065,-0.492780389,3.410087017,6.34067341,4.605572982,7.090315382,0
4.89124163,7.258122066,7.1450644,4.641582198,4.257004069,6.095470973,-0.865407956,-0.865407956,6.183288428,6.843123183,4.283969096,4.16487316,5.661447815,0
3.089276192,5.303197368,5.876837793,-0.310912406,5.191314857,3.907570687,4.672730786,4.119575829,5.695546382,5.955544775,-0.310912406,2.124711743,5.945453181,0
3.621964781,4.231153712,4.468643288,-0.320448536,4.895500702,3.748629032,5.702644252,4.437015437,5.353488345,5.903721652,5.291416445,4.905300748,6.695297132,0
5.051596751,3.678231443,4.60369491,3.985155496,3.193600152,1.107036486,3.584677892,3.297506789,3.331953008,5.197507406,1.529816625,4.736990353,5.436414513,0
2.357447926,-1.765165162,5.059374865,2.857751136,4.035533393,2.807883921,2.584145617,4.494076436,4.107046996,4.743915756,3.890729578,5.277681383,6.968701556,0
-0.720587965,5.781126688,5.931879074,-0.720587965,4.815855508,-0.720587965,4.479789002,5.696547974,-0.720587965,4.839445929,2.957079628,1.564104816,3.902947285,0
-1.916440614,0.626825525,4.395414335,3.643006892,3.277084812,-1.916440614,-1.916440614,-1.916440614,4.090363469,5.04684162,-1.916440614,2.640513035,3.358750174,0
5.633103972,2.8241355,3.80175173,3.872398133,4.484330138,3.269307146,0.087956095,3.892186783,4.679955022,5.478008719,4.171631657,5.25602032,6.008483057,0
5.020567134,2.184894044,5.698260076,1.503412104,3.78726277,-1.799676471,1.434334773,3.010552903,4.221559455,5.567423044,3.97050066,4.840988461,5.383588434,0
1.99942992,1.947780228,4.111671022,5.237768854,3.974951208,4.151433831,-1.374369304,1.013099395,4.799359294,4.963916843,4.677329826,4.295510832,5.360932784,0
4.379812162,-0.906265191,-0.906265191,4.251551617,4.487332742,2.857291389,3.317911333,-0.906265191,3.916401997,4.897198873,2.367898796,1.586873575,4.9036278,0
2.878906374,-0.186766744,5.163252531,1.680756152,1.217697728,-0.186766744,-0.186766744,-0.186766744,4.746701796,5.238784036,5.979660796,4.847402081,6.126867034,0
0.20289116,2.850873771,4.415656576,4.507942116,3.755471826,-1.022952385,3.942288036,-0.558867935,4.338277378,5.218444355,4.15873427,4.776412439,4.523298865,0
3.462228692,3.272469778,4.193372407,2.108640972,3.542945616,2.04917187,3.890290844,-1.568928344,4.670504291,4.86263765,2.881201523,4.07426439,5.194523622,0
3.374995296,-0.743593536,5.291608463,3.501539912,5.119689517,4.360582839,-0.743593536,-0.743593536,4.479750557,4.966741747,2.961469632,3.424908774,4.577230054,0
3.275183428,2.385225952,2.809822811,1.921864812,3.269664194,3.355455451,2.299471791,1.52276425,3.13848975,4.921906116,2.545315168,2.184533597,4.377331099,0
1.229175846,3.037741708,5.799671208,5.364800804,4.684119509,0.935769937,4.751102074,4.159099108,4.945248213,4.940180296,2.387516305,4.311065508,5.848325495,0
-0.93011694,1.949362081,4.309724556,4.752805285,4.790808933,1.970008571,4.441010908,3.149976439,4.995515668,4.86259771,5.096777452,-0.93011694,4.894709794,0
-1.089334674,-1.089334674,-1.089334674,3.780484267,0.076587982,-1.089334674,-1.089334674,-1.089334674,4.306481733,5.032036106,-1.089334674,-1.089334674,4.293186181,0
-1.072691011,1.173188447,0.455881141,2.928865649,2.440952797,3.578495134,-1.072691011,7.010178089,4.629504997,5.658193879,4.924435655,0.236515256,4.969320732,0
4.37766096,0.2056783,3.07263011,4.035600228,-0.79262674,-0.79262674,1.384481534,-0.79262674,4.717717841,5.013423284,-0.79262674,3.56988745,4.994619516,0
1.702037053,1.795590392,-0.992669337,3.983475678,4.600469268,0.279341904,4.720501866,2.552858004,4.704482286,4.888172643,4.614645884,-0.992669337,5.31240688,0
2.962362973,4.017595638,-0.790759979,4.643490875,-0.014733217,4.10911016,3.948640362,4.174834012,4.62634546,5.411909239,4.200102707,4.871158843,5.44694576,0
4.378995291,0.844268689,2.904301718,-0.964468497,2.932011166,-0.964468497,2.902853245,-0.964468497,4.530777192,5.112175997,3.762366806,-0.964468497,5.266842459,0
-1.273538201,-1.273538201,1.29877104,3.154259469,0.995281419,3.998768222,0.539944076,3.312077973,4.278086604,4.440581087,3.907839369,3.753242239,5.828743952,0
3.685032831,4.842934455,4.660362446,4.782308923,5.566849589,5.180977504,4.33808011,5.95840803,5.555828938,5.698541269,5.045846406,5.889123945,5.674528254,0
2.941023159,-1.481725078,3.693318345,-1.481725078,-1.481725078,1.985997622,-1.481725078,-1.481725078,4.427176155,4.483854868,3.147742776,4.681135256,4.426870697,0
3.184226329,-0.733975263,3.448268506,4.138939908,3.398141308,2.474893888,2.197122466,-0.733975263,5.42806746,4.877713095,3.402700523,-0.733975263,5.396613523,0
-0.512692142,-0.512692142,-0.512692142,2.332487425,-0.512692142,3.165088189,-0.512692142,-0.512692142,3.646285726,4.901368052,-0.090530919,-0.512692142,4.596987403,0
0.847516509,-1.898482313,2.437958906,3.747137215,3.318975261,2.972056506,3.179969121,-1.898482313,3.785326409,4.963167662,4.183492104,2.22367187,5.113682278,0
-0.558725887,-0.558725887,-0.558725887,3.290840599,-0.558725887,-0.558725887,-0.558725887,4.300562145,2.639310083,4.662265474,7.713262228,-0.558725887,4.631660423,0
1.421721834,-2.09416993,3.860852474,2.085392208,-2.09416993,-2.09416993,1.366658022,-2.09416993,3.388456436,4.995813638,1.459699441,1.978344233,4.81258218,0
-1.588554723,-1.588554723,3.748125827,3.708250773,3.276311041,0.994088786,2.835696459,1.156440167,4.353181768,4.218369473,-0.574761382,4.248916623,5.454444919,0
3.587152993,-0.956350623,-0.956350623,4.682473191,3.115271768,-0.956350623,4.487658249,-0.956350623,5.21967578,5.104673903,4.322888314,4.460410261,6.30056506,0
3.679917388,-1.606328437,-1.606328437,-1.606328437,2.375557239,0.524846704,3.395321228,0.509797292,4.535811134,4.307424621,4.427195256,-1.606328437,3.440262661,0
2.084335972,-1.26965393,-1.26965393,-1.26965393,-1.26965393,-1.26965393,-1.26965393,-1.26965393,-1.26965393,4.085355402,-1.26965393,-1.26965393,2.22215471,0
-0.569460105,3.349389619,2.295476459,4.866337427,2.870400803,3.890306464,4.709430071,3.148454075,5.872569367,5.470537558,5.152086409,-0.569460105,5.071813322,0
-1.718094825,-1.718094825,1.824972888,4.241038216,2.564551065,-1.718094825,2.913849329,-1.718094825,4.112892108,4.667759122,3.752092224,3.092579112,3.516121362,0
4.315660772,-0.455612024,-0.455612024,2.5179016,4.088162123,-0.455612024,-0.455612024,-0.455612024,5.796697248,4.829317666,-0.455612024,-0.455612024,5.587513241,0
1.244931589,-1.504425683,1.479112478,-1.504425683,-1.504425683,-1.504425683,0.346991563,-1.504425683,4.416668191,3.678126588,-1.504425683,3.581903136,4.853062543,0
-1.799580328,2.201550842,4.219469691,4.074233116,3.957897691,-1.799580328,3.10985342,2.195079041,4.336953559,5.137342235,3.811884221,2.987576276,5.435320813,0
-1.347450798,-1.347450798,-1.347450798,4.393118877,-1.347450798,3.08525311,4.619008164,-1.347450798,3.961208776,5.248784513,-1.347450798,2.333271315,6.70556795,0
-0.560445927,-0.560445927,-0.560445927,-0.560445927,-0.560445927,-0.560445927,-0.560445927,1.444689932,4.218464636,0.298430256,2.524200913,-0.1817623,5.374229437,0
-1.228527803,-1.228527803,-0.624614678,-1.228527803,-1.138442208,2.55320469,5.198043464,-1.228527803,-1.228527803,4.871349609,3.752367759,-1.228527803,4.401789808,0
-0.766763835,-1.208158782,-1.208158782,3.772840634,3.495210331,-1.208158782,2.520653872,2.262843506,4.053490749,4.769625005,4.042414662,2.328562661,3.316966501,0
6.201522864,-0.150887425,-0.150887425,-0.150887425,8.425531106,2.998593889,2.490109396,-0.150887425,4.24733056,6.719633824,-0.150887425,-0.150887425,5.615667057,0
3.058840535,-0.722177263,-0.722177263,2.309796883,3.281919729,-0.722177263,3.402184099,-0.722177263,3.550379122,4.767807189,-0.722177263,2.300648885,5.511026928,0
3.966589623,-0.582057383,-0.920682395,3.328444677,4.353247083,5.137592768,5.160474931,2.478781677,3.042767908,5.662834202,5.105046951,3.112160989,5.653467467,0
-1.735580584,-1.735580584,1.711268926,3.480256535,-1.735580584,-1.735580584,-1.735580584,-1.735580584,3.360354945,5.082174574,0.993213571,4.10160639,4.635236239,0
-0.639729296,-0.639729296,1.70496335,2.318954102,1.174136702,2.406601398,5.563314261,2.466245681,4.473147688,4.737048375,2.75041168,1.836543937,5.79039222,0
-1.382216942,-1.382216942,-1.382216942,3.844170587,-1.382216942,-1.382216942,2.818986398,4.518264935,-1.382216942,4.32791502,0.307967694,1.141176899,3.04265007,0
